%eval_id interface             x1             x2  response_fn_1 
1            NO_ID    1.750860744    1.985467048    3.64532e-05 
2            NO_ID    2.228318029    2.089656962    2.92799e-05 
3            NO_ID     1.79189316    2.265349526     3.5297e-05 
4            NO_ID    2.314088479    2.261390445    2.81044e-05 
5            NO_ID    1.853138622    2.129117101    3.46173e-05 
6            NO_ID    1.703071209    2.196319038    3.70486e-05 
7            NO_ID    2.091515818    1.752650375    3.14604e-05 
8            NO_ID    2.345856623    1.630946278    2.84215e-05 
9            NO_ID    1.730255115    1.783904496    3.71722e-05 
10           NO_ID    2.214473529    1.787966262    2.97961e-05 
11           NO_ID    2.011300524    1.874113442    3.24516e-05 
12           NO_ID    2.246311629    1.749820635    2.94495e-05 
13           NO_ID    2.281922843    1.671931416    2.91141e-05 
14           NO_ID     1.60879139    2.301362413    3.88253e-05 
15           NO_ID    2.121296701    2.319137231    3.03745e-05 
16           NO_ID    1.769516959    1.761694904    3.64592e-05 
17           NO_ID    2.097155597    2.174140967    3.08598e-05 
18           NO_ID    1.724768791    1.863146422    3.71476e-05 
19           NO_ID    1.998088763    1.617686558    3.30129e-05 
20           NO_ID    1.781780174    1.733022843     3.6278e-05 
21           NO_ID    2.072105688    1.648659537    3.18747e-05 
22           NO_ID      1.8859427    1.854068753    3.44599e-05 
23           NO_ID    1.894356134    2.191238934    3.38452e-05 
24           NO_ID    1.617990976     1.93275348    3.92344e-05 
25           NO_ID    1.633912383    2.084333281    3.86343e-05 
26           NO_ID    1.982317753    1.743546871    3.30718e-05 
27           NO_ID    2.332454743    2.038042066    2.81262e-05 
28           NO_ID    1.916099328    2.013150137     3.3735e-05 
29           NO_ID    2.307681875    2.348752445    2.80901e-05 
30           NO_ID    2.352481681    1.834711293    2.81195e-05 
31           NO_ID    1.859938588    2.338719604    3.42182e-05 
32           NO_ID    1.909222368    1.710756763    3.42882e-05 
33           NO_ID    2.003389545    1.886359112     3.2553e-05 
34           NO_ID    2.040386456    2.383734979    3.13988e-05 
35           NO_ID    1.705170836     1.72147727    3.77758e-05 
36           NO_ID    1.758710224    2.073339175    3.61732e-05 
37           NO_ID    1.820898623    1.969814918    3.52065e-05 
38           NO_ID    2.375593426     1.82116761    2.78799e-05 
39           NO_ID    1.665900065    1.806588348    3.84316e-05 
40           NO_ID    2.033407322    1.703545048    3.23591e-05 
41           NO_ID    2.182047512    1.900285648    3.00702e-05 
42           NO_ID    1.687043616    2.148065007    3.74385e-05 
43           NO_ID    1.972107746    2.183453024    3.26346e-05 
44           NO_ID    1.947530089    1.952648632    3.33186e-05 
45           NO_ID     2.24815743    2.363156377    2.87567e-05 
46           NO_ID    2.289110536     2.06984945    2.85837e-05 
47           NO_ID    1.601402172    2.030361837    3.94305e-05 
48           NO_ID    2.160565561    1.982518478    3.02481e-05 
49           NO_ID    2.082343527    2.255752419    3.09659e-05 
50           NO_ID    1.988882303    2.370334159    3.21549e-05 
51           NO_ID    2.132136426    1.674535458    3.10069e-05 
52           NO_ID    1.842901395    2.359982693    3.44775e-05 
53           NO_ID    1.867694776    2.063306092    3.44632e-05 
54           NO_ID    1.900438619     2.22805302    3.36977e-05 
55           NO_ID     2.39677847     2.14084437    2.73267e-05 
56           NO_ID    2.222494792    1.647963854    2.98673e-05 
57           NO_ID    1.625117656    1.601086435    3.96904e-05 
